time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,att_phi,att_theta,att_psi,rate_p,rate_q,rate_r,rpm_obs_1,rpm_obs_2,rpm_obs_3,rpm_obs_4,rpm_ref_1,rpm_ref_2,rpm_ref_3,rpm_ref_4,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw,flow_der_x,flow_der_y,divergence,obstacle_free_confidence
239.906174,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001314,-0.031618,0.034914,-0.027538,0.004150,-0.014648,-0.001465,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.908127,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001736,-0.031618,0.034914,-0.027538,-0.001709,0.000732,-0.001953,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.910080,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001808,-0.031618,0.034914,-0.027538,0.006104,0.002441,-0.005127,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.912033,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001722,-0.031618,0.034914,-0.027538,-0.000244,-0.002930,0.004395,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.913986,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001747,-0.031618,0.034914,-0.027538,0.004150,0.005615,0.003418,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.915939,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001797,-0.031618,0.034914,-0.027538,0.003662,0.004639,0.002930,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.917892,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001938,-0.031618,0.034914,-0.027538,-0.001221,0.002441,0.000732,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.919846,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001829,-0.031618,0.034914,-0.027538,0.008789,0.001953,0.001221,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.921799,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001829,-0.031618,0.034914,-0.027538,-0.004883,0.007812,0.000732,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.923752,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001694,-0.031618,0.034914,-0.027538,0.000977,0.002441,-0.000977,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.925705,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001625,-0.031618,0.034914,-0.027538,0.000977,-0.005615,0.001221,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.927643,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001543,-0.031618,0.034914,-0.027538,-0.010254,-0.005127,-0.005127,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.929596,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001469,-0.031618,0.034914,-0.027538,0.006836,0.001953,0.001221,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.931564,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001314,-0.031618,0.034914,-0.027538,-0.012451,-0.001221,-0.000244,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
239.933517,0.000000,0.000000,-0.898438,0.000000,0.000000,-0.001505,-0.031618,0.034914,-0.027538,0.008301,-0.001221,-0.002441,0,0,0,0,3000,3000,3000,3000,0,4500,-4500,00,1,0,0
